"name","fgapg","fgpct","fgpg","ftapg","ftpct","games","height","pfpg","ptspg","sospg","trbpg"
"Cliff Alexander",4.6,0.566,2.6,2.8,0.671,28,6.8,2,7.1,12.13,5.3
"Cliff Anderson",18,0.418,7.5,8.3,0.665,84,6.4,3,20.6,1.71,14.6
"Cliff Hagan",17.3,0.425,7.4,6.3,0.7,77,6.4,3.3,19.2,-0.19,13.4
"Cliff Levingston",12.2,0.538,6.6,4.9,0.621,91,6.8,3.1,16.2,2.9,10.6
"Cliff Robinson",15.7,0.496,7.8,4.6,0.657,45,6.9,3.6,18.6,6.41,10.5
"Cliff Robinson",12.7,0.452,5.7,5.8,0.641,109,6.1,3.2,15.3,5.82,6.1
"Clifford Lett",4.1,0.486,2,2.3,0.667,130,6.3,NULL,5.9,8.1,2
"Clifford Ray",9.2,0.477,4.4,3.7,0.567,75,6.9,3.6,10.9,2.93,10.1
"Clifford Rozier",8.9,0.573,5.1,4.8,0.557,99,6.1,2.2,12.8,9.04,8.2
"Clint McDaniel",6.2,0.425,2.6,2.4,0.737,125,6.4,2.2,8.1,8.62,2.3
"Clint Richardson",14.8,0.499,7.4,3.9,0.71,102,6.3,2.5,17.5,1.92,7.2
"Clinton Smith",9.3,0.542,5,2.8,0.608,84,6.6,1.5,11.8,0.33,4.2
"Clyde Drexler",11.5,0.538,6.2,3.1,0.643,96,6.7,3.4,14.4,4.98,9.9
"Clyde Lee",17.5,0.458,8,7.7,0.697,79,6.9,2.5,21.4,1.46,15.5
"Clyde Lovellette",22.2,0.452,10.1,6.4,0.688,77,6.9,3.8,24.5,4.92,10.2
"Coby Dietrick",14.6,0.441,6.5,5.1,0.668,72,6.1,3.2,16.3,-1.86,10.5
"Coby Karl",9.5,0.413,3.9,4.3,0.787,127,6.5,2.7,13.4,1.46,4
"Coby White",12.7,0.423,5.4,3.7,0.8,35,6.5,1.9,16.1,11.35,3.5
"Cody Martin",7.4,0.501,3.7,2.7,0.689,122,6.7,2.3,9.7,6.59,4.6
"Cody Zeller",9.4,0.592,5.5,6.6,0.756,72,7.1,2.5,16.1,8.09,7.3
"Cole Aldrich",6.1,0.574,3.5,3.2,0.729,111,6.1,2.1,9.4,8.12,7.7
"Cole Anthony",15.7,0.38,6,5.8,0.75,22,6.3,2.9,18.5,10.05,5.7
"Collin Sexton",13.3,0.447,5.9,7.6,0.778,33,6.3,2.5,19.2,10.64,3.8
"Collis Temple",7.5,0.438,3.3,2.7,0.766,115,6.7,2,10.1,6.5,3.7
"Conner Henry",9.8,0.43,4.2,3.9,0.778,101,6.7,2.5,12.2,2.16,4
"Connie Dierking",11.1,0.433,4.8,5.5,0.571,69,6.9,2.7,12.7,3,13.5
"Corey Beck",5,0.498,2.5,4.1,0.67,103,6.1,3.2,7.9,8.77,4.2
"Corey Benjamin",13,0.491,6.4,4.9,0.688,48,6.6,3.3,17.5,8.65,4.5
"Corey Brewer",8.2,0.48,4,3.6,0.708,108,6.9,2.2,11.3,6.65,4.3
"Corey Gaines",5.7,0.504,2.9,2.8,0.68,109,6.3,1.8,8,4.04,1.5
"Corey Kispert",8.4,0.483,4.1,1.8,0.824,137,6.7,1.6,11.6,4.16,4
"Corey Maggette",6.7,0.525,3.5,4,0.716,39,6.6,2.5,10.6,10.14,3.9
"Corey Williams",8.3,0.447,3.7,2.7,0.729,128,6.2,2.1,10.3,8.34,3.2
"Corie Blount",7.8,0.511,4,2.6,0.559,55,6.9,3.2,9.4,6.28,7
"Corky Calhoun",9.8,0.474,4.6,4.5,0.759,84,6.7,2.6,12.7,-0.67,8.1
"Corky Devlin",16.3,0.487,7.9,5.2,0.802,78,6.5,1.9,20.1,-4.8,6.9
"Corliss Williamson",12.4,0.583,7.2,6.8,0.672,91,6.7,2.5,19,8.77,7.1
"Corny Thompson",11.7,0.494,5.8,5.6,0.781,114,6.8,3.4,15.9,-0.09,8.9
"Corsley Edwards",10.4,0.509,5.3,5,0.688,123,6.9,NULL,14.1,-9.85,7.9
"Cory Alexander",12.6,0.427,5.4,3.8,0.698,85,6.1,2.2,15.1,10.15,3.5
"Cory Blackwell",14.9,0.456,6.8,4.8,0.7,83,6.6,2.4,16.9,6.16,7.1
"Cory Carr",12.8,0.428,5.5,4.2,0.797,115,6.3,1.9,16.6,4.04,3.6
"Cory Higgins",10.6,0.467,4.9,5.2,0.825,132,6.5,2.3,15.2,6.28,4.1
"Cory Jefferson",6.1,0.543,3.3,3.3,0.66,130,6.9,1.7,8.9,8.32,5.6
"Cory Joseph",8.9,0.422,3.8,2,0.699,36,6.3,1.8,10.4,7.96,3.6
"Cotton Nash",19.8,0.417,8.3,8.4,0.736,78,6.5,2.9,22.7,1.22,12.3
"Coty Clarke",5.9,0.469,2.8,3.2,0.777,65,6.7,3,8.6,5.27,5.4
"Courtney Alexander",15.8,0.456,7.2,3.9,0.767,112,6.5,1.8,18.9,7.56,3.9
"Courtney Fortson",13.4,0.397,5.3,6.1,0.677,47,5.1,2.7,16,4.49,5.4
"Courtney Lee",13.6,0.464,6.3,3.7,0.817,127,6.5,2.5,17.6,-1.08,5.2
"Courtney Sims",6.5,0.586,3.8,3.4,0.687,133,6.1,2.4,10,6.78,5.5
"Cozell McQueen",4.1,0.506,2.1,2,0.609,134,6.1,2.8,5.3,6.85,6
"Craig Brackins",13.4,0.445,6,4.7,0.726,96,6.1,2,16,7.34,7.7
"Craig Dykema",8,0.525,4.2,3,0.804,59,6.8,3,10.8,1.97,4.6
"Craig Ehlo",6.4,0.526,3.4,2.9,0.621,60,6.6,2.6,8.5,5.27,2.7
"Craig Hodges",11.4,0.487,5.6,2.3,0.742,115,6.2,2.6,12.8,2.54,2.5
"Craig Neal",5,0.454,2.3,1.8,0.763,127,6.5,2.1,6.4,8.83,1.6
"Craig Raymond",6.2,0.528,3.3,3.3,0.584,70,6.1,2.3,8.5,4.58,7.1
"Craig Shelton",10.1,0.591,6,4.2,0.751,93,6.7,2.6,15.2,2.03,7.4
"Craig Smith",12.7,0.558,7.1,5.9,0.643,130,6.7,2.9,18.1,6.73,8.6
"Craig Sword",9.4,0.449,4.2,4.9,0.635,123,6.3,2.9,12.1,4.46,3.3
"Cuonzo Martin",9.7,0.472,4.6,3.3,0.777,127,6.5,1.4,13.1,8.96,3.8
"Curtis Borchardt",6.6,0.534,3.5,4.2,0.691,66,7.1,2.3,10.2,8.67,7.2
"Curtis Kitchen",5.1,0.481,2.4,2.7,0.525,118,6.9,3.2,6.3,1.88,6.9
"Curtis Rowe",11,0.526,5.8,5.7,0.647,90,6.7,1.6,15.2,6.08,8.8
"Cuttino Mobley",11.5,0.438,5,3.4,0.821,93,6.4,2.8,14.3,5.73,4.2
"D'Angelo Russell",14.7,0.449,6.6,4.5,0.756,35,6.5,2.1,19.3,7.37,5.7
"D.J. Augustin",12.2,0.443,5.4,5.5,0.808,73,6.1,1.9,16.9,7.35,2.9
"D.J. Kennedy",8.4,0.436,3.7,4.5,0.746,129,6.5,2,11.7,8.21,6.1
"D.J. Stephens",2.6,0.627,1.6,1,0.633,129,6.5,1.3,4,3.69,3.4
"D.J. Strawberry",7.8,0.461,3.6,3.7,0.64,111,6.5,2.4,10.1,8.47,3.3
"D.J. White",9.8,0.562,5.5,5.1,0.69,99,6.9,2.6,14.6,7.95,7.6
"D.J. Wilson",5.3,0.525,2.8,1,0.817,69,6.9,1.4,7.1,9.23,3.3
"Daequan Cook",8.1,0.445,3.6,1.7,0.697,39,6.5,1.7,9.8,9.03,4.3
"Dahntay Jones",10.7,0.452,4.9,4.4,0.745,131,6.6,3,13.8,7.31,4.6
"DaJuan Summers",8.3,0.439,3.6,3.4,0.727,101,6.8,2.4,11.2,8.56,4.4
"Dajuan Wagner",18,0.41,7.4,6.4,0.722,36,6.2,2.8,21.2,4.72,2.5
"Dakari Johnson",3.8,0.537,2.1,2.9,0.559,78,7.1,1.9,5.8,9.28,4.3
"Dakota Mathias",6.3,0.434,2.7,1.1,0.805,141,6.4,1.8,8.1,8.15,3.1
"Dalano Banton",5.4,0.408,2.2,2.1,0.631,58,6.9,1.4,6.3,6.62,4.3
"Dale Davis",8.9,0.588,5.2,5.4,0.59,121,6.1,2.9,13.6,7.46,10
"Dale Ellis",11.9,0.595,7.1,4.4,0.765,118,6.7,2.7,17.5,8.15,5.8
"Dale Schlueter",4,0.584,2.3,2.3,0.579,63,6.1,2.5,6,1.29,5.6
"Dale Wilkinson",6.6,0.508,3.4,1.9,0.797,93,6.1,2.3,8.2,0.13,4.2
"Dallas Comegys",10,0.514,5.1,5,0.679,118,6.9,2.4,13.7,5.12,6.1
"Damian Jones",9.1,0.566,5.1,5.3,0.565,99,6.1,3,13.3,7.13,6.4
"Damian Lillard",12.6,0.446,5.6,5.8,0.867,104,6.2,2.1,18.6,-2.21,4.3
"Damien Wilkins",8.8,0.408,3.6,4.2,0.725,117,6.6,2.3,10.9,9.44,5
"Damion James",10.4,0.479,5,4.4,0.64,142,6.7,2.8,13.5,7.54,9.3
"Damion Lee",11.7,0.433,5.1,4.6,0.843,125,6.6,2.4,16.1,0.77,4.8
"Damon Jones",10.7,0.42,4.5,2.4,0.668,81,6.3,1.6,12.9,2.87,4
"Damon Stoudamire",10.9,0.457,5,3.5,0.804,123,5.1,2,15,8.93,3.8
"Damone Brown",8.7,0.497,4.3,2.7,0.742,113,6.9,2.5,10.9,6.91,6
"Damyean Dotson",10.4,0.464,4.8,1.9,0.796,134,6.5,1.6,12.9,4.85,5
"Dan Anderson",9.9,0.496,4.9,3.1,0.808,83,6.2,2.1,12.3,6.4,2.8
"Dan Dickau",8.7,0.451,3.9,3.8,0.854,97,6.1,1.8,13.3,4.85,2.4
"Dan Finn",NULL,NULL,3.3,3.8,0.435,12,6.1,2.3,8.2,NULL,NULL
"Dan Gadzuric",8.2,0.548,4.5,3.5,0.449,122,6.1,2.8,10.5,10.45,6.6
"Dan Godfread",9.3,0.6,5.6,3.4,0.695,102,6.1,NULL,13.6,0.61,7.2
"Dan Issel",19.2,0.519,9.9,8,0.738,83,6.9,2.8,25.8,3.77,12.9
"Dan Langhi",9,0.445,4,3.9,0.831,121,6.1,1.5,12.4,7.24,4.6
"Dan Majerle",15.7,0.536,8.4,7,0.631,94,6.6,2.4,21.8,-0.5,8.9
