fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
10.9,.445,4.9,2.8,.656,1.8,68,,2.8,11.5,,10.5
6.7,.530,3.5,2.8,.695,1.9,55,6-10,1.8,9.0,-7.66,3.9
2.6,.359,0.9,0.7,.650,0.4,90,6-8,1.6,2.6,-6.20,1.4
4.3,.365,1.6,2.9,.459,1.3,76,,2.5,4.4,-7.63,5.4
4.2,.428,1.8,1.2,.857,1.0,76,6-2,1.3,5.6,-2.24,1.4
2.5,.404,1.0,1.3,.560,0.7,19,,0.1,2.7,5.95,0.8
1.0,.462,0.5,0.0,,0.0,13,6-9,1.5,0.9,-6.06,0.4
7.5,.571,4.3,2.9,.663,1.9,31,6-8,2.0,10.6,3.56,3.4
5.7,.447,2.5,2.1,.679,1.4,102,6-5,0.5,6.5,-9.27,3.7
2.7,.315,0.9,0.6,.733,0.4,27,6-4,1.7,2.3,-1.90,2.6
4.0,.306,1.2,0.0,,0.0,9,6-2,1.1,2.4,0.44,1.1
5.0,.458,2.3,0.7,.732,0.5,81,6-0,,5.0,2.97,1.7
8.4,.402,3.4,1.5,.753,1.1,116,6-7,,9.9,1.39,3.5
3.5,.528,1.8,2.6,.676,1.7,97,6-6,1.8,5.4,-2.63,3.6
7.0,.412,2.9,3.7,.530,2.0,49,6-9,3.0,8.0,-2.66,5.6
4.4,.394,1.7,2.6,.580,1.5,68,5-7,2.4,4.9,2.57,
4.5,.369,1.7,2.1,.679,1.4,27,6-1,,4.7,-8.11,1.4
2.1,.375,0.8,0.5,.571,0.3,15,6-1,0.3,1.9,2.88,0.3
2.3,.386,0.9,1.8,.815,1.5,30,5-9,1.2,3.5,-7.05,1.0
6.3,.489,3.1,2.9,.525,1.5,14,6-8,2.4,7.6,1.38,6.7
2.0,.000,0.0,0.0,,0.0,1,6-5,0.0,0.0,-9.88,2.0
8.3,.380,3.2,1.9,.665,1.3,117,6-1,2.0,8.9,6.40,2.7
9.4,.498,4.7,4.2,.637,2.7,119,6-8,3.2,12.5,-4.16,6.1
4.7,.642,3.0,2.4,.590,1.4,57,6-9,1.2,7.5,6.63,5.6
3.8,.442,1.7,2.6,.524,1.3,32,6-6,1.5,4.7,3.30,2.2
9.5,.404,3.8,4.0,.703,2.8,51,6-3,3.1,10.4,7.52,7.1
9.8,.429,4.2,3.1,.759,2.4,37,6-5,0.5,11.0,0.77,3.1
5.8,.418,2.4,1.4,.811,1.1,128,6-3,1.1,7.6,-3.46,2.3
0.5,.000,0.0,0.0,,0.0,2,6-6,0.0,0.0,11.03,0.0
2.5,.451,1.1,0.8,.647,0.5,64,6-5,1.1,2.8,-3.38,1.1
4.2,.353,1.5,1.5,.432,0.7,78,6-4,1.8,4.0,-4.26,2.5
0.9,.133,0.1,0.6,1.000,0.6,16,6-3,0.3,0.8,4.91,0.4
1.6,.422,0.7,0.5,.533,0.3,64,6-10,1.2,1.6,8.73,2.1
2.9,.349,1.0,0.9,.604,0.6,52,6-2,1.0,2.9,-2.56,0.7
1.4,.273,0.4,0.5,1.000,0.5,8,,0.1,1.3,0.24,0.8
10.2,.437,4.5,4.0,.777,3.1,51,6-1,2.3,12.1,-1.08,3.2
0.4,.167,0.1,0.1,1.000,0.1,16,6-8,0.6,0.3,3.42,0.6
1.9,.410,0.8,0.7,.500,0.4,70,6-11,1.3,1.9,-5.25,2.1
3.4,.389,1.3,1.9,.563,1.1,38,6-1,1.5,3.7,-4.90,2.3
6.5,.487,3.2,2.0,.736,1.5,127,6-8,1.8,8.8,-5.56,5.8
3.9,.372,1.5,0.8,.458,0.4,31,6-7,1.7,3.5,-2.68,2.6
7.5,.537,4.0,3.2,.528,1.7,56,6-5,1.3,10.3,-12.18,3.4
3.7,.657,2.4,1.7,.532,0.9,27,6-6,1.8,5.7,-7.30,3.3
5.7,.627,3.6,2.5,.650,1.6,121,6-10,2.7,8.8,-5.57,6.0
